,runstring,instability_time,m1,m2,m3,Stable
8706,0008706.bin,1000000000.0,5.227301797079248e-05,5.836890244805574e-05,1.1663975465841983e-07,True
8707,0008707.bin,11211.386796627696,8.697419319513543e-07,1.3411933510569578e-06,1.475629397202029e-06,False
8708,0008708.bin,41.499886702255964,2.440831926129383e-06,7.994454028959026e-07,6.460586150752648e-06,False
8709,0008709.bin,373.66526549494097,3.9478129857081906e-05,3.3075655115075314e-07,1.1960826398083023e-06,False
8710,0008710.bin,1000000000.0,6.570888195270098e-06,3.377341610114307e-05,1.348252284149455e-07,True
8711,0008711.bin,1000000000.0,1.1140858339328343e-07,2.3023092780492706e-06,1.7564396375609714e-07,True
8712,0008712.bin,140780989.47257957,2.5457320468926343e-05,2.640027497791369e-07,1.1798922012131378e-07,False
8713,0008713.bin,10564.648732050578,1.875921131414563e-05,5.0784923521172784e-06,1.5427025686055145e-07,False
8714,0008714.bin,1000000000.0,3.472821359162948e-06,8.87066047353921e-05,6.591409339098192e-06,True
8715,0008715.bin,21.615988991848724,4.706341769358916e-07,2.948147756178102e-06,2.725071563941719e-06,False
8716,0008716.bin,36486.443031303366,5.148733861647838e-05,3.461669508042638e-05,7.2263895735855845e-06,False
8717,0008717.bin,1000000000.0,1.2865129257859135e-07,9.357304403872049e-07,5.394197973565007e-06,True
8718,0008718.bin,6123.648746041555,5.514416412989859e-06,3.0574971107410554e-07,5.459901978287333e-07,False
8719,0008719.bin,1000000000.0,3.445226089035168e-07,3.4015041046763635e-06,3.288901755237128e-06,True
8720,0008720.bin,1000000000.0,5.095336358731757e-07,5.48865518217573e-06,2.290090919148976e-06,True
8721,0008721.bin,1054.286595558363,8.986757539098887e-05,4.305221459547456e-06,1.7176913236186342e-05,False
8722,0008722.bin,1000606.0030112239,3.265052020106533e-07,6.373717473117798e-07,7.078211255990946e-06,False
8723,0008723.bin,4.503304504289915,1.2255655227435718e-05,3.9989265998044066e-05,4.2968538965912005e-07,False
8724,0008724.bin,1000000000.0,4.3066753846450333e-07,2.3015229302070728e-05,1.2154101067456735e-06,True
8725,0008725.bin,1000000000.0,2.044171320189075e-05,4.3694241870350425e-07,1.4354147517089574e-05,True
8726,0008726.bin,66.61458424372798,2.6965697013620226e-06,6.372861077373279e-05,7.86460326408336e-06,False
8727,0008727.bin,1000000000.0,2.2339652069430336e-07,1.2783326650372806e-06,3.434315600778009e-07,True
8728,0008728.bin,6459.750705752204,6.387699240687166e-07,1.7722054888110144e-05,2.0443640675132436e-06,False
8729,0008729.bin,1000000000.0,4.4983927414187e-06,2.3497734504580264e-05,2.0643160890088702e-05,True
8730,0008730.bin,23043.426903745425,1.0714618914056291e-05,1.1372571296831604e-07,1.6657906575428491e-06,False
8731,0008731.bin,39.489917431838556,4.2592628193657684e-05,2.1211742569556395e-07,2.4435122812035487e-05,False
8732,0008732.bin,1.3163457992994958,1.94698311504902e-05,1.0716660098783858e-05,2.330744931018341e-06,False
8733,0008733.bin,1000000000.0,4.2033737890655976e-05,1.0151390136921481e-07,2.9107530149511144e-07,True
8734,0008734.bin,1000000000.0,1.1980202623940378e-05,8.30579624603446e-07,2.5138744637729937e-07,True
8735,0008735.bin,1000000000.0,2.016859790095429e-07,3.1373769916468266e-05,1.3683575107568751e-05,True
8736,0008736.bin,1000000000.0,3.7969191619031505e-06,2.274643126503491e-06,1.596335276073089e-07,True
8737,0008737.bin,2853.8541334908514,3.222485421373475e-05,4.4797255852309465e-06,1.5062836190636255e-07,False
8738,0008738.bin,11809.827338437368,5.661433027283266e-05,2.1186107038027074e-07,8.154749814728177e-06,False
8739,0008739.bin,1000000000.0,6.836054604862777e-07,9.818596634268574e-07,2.152172865379402e-06,True
8740,0008740.bin,1000000000.0,6.447470338988503e-06,3.8391423783483056e-07,3.577337568570316e-05,True
8741,0008741.bin,112.54863290919789,5.076320199810081e-07,5.34998039231221e-07,7.616769331528221e-07,False
8742,0008742.bin,1000000000.0,9.397613940557679e-05,1.156718213769972e-06,4.796459628618232e-07,True
8743,0008743.bin,1000000000.0,1.0378414300368908e-07,9.64379512583824e-06,2.329344143705311e-05,True
8744,0008744.bin,70605.62545109633,1.538989540612193e-07,2.746221435916823e-07,5.1603474182024735e-05,False
8745,0008745.bin,1000000000.0,3.361283440870333e-06,6.436771351217922e-05,8.24903005539353e-06,True
8746,0008746.bin,24114.911990868004,1.3029558923300251e-06,3.1634018578493614e-06,4.904723414108661e-07,False
8747,0008747.bin,135.79266393247292,1.7582830568982567e-06,2.5061189240943722e-05,1.8697398559451604e-05,False
8748,0008748.bin,1000000000.0,8.186873334583501e-05,5.65612898538741e-05,1.3186884721153202e-06,True
8749,0008749.bin,3233.2535692713564,1.9438301230793162e-07,2.071859528736672e-07,2.3114824219705713e-06,False
8750,0008750.bin,13.578626490171603,9.601218721969346e-05,5.236648017414743e-06,3.387150562687001e-07,False
8751,0008751.bin,1000000000.0,7.200632487177212e-06,5.9826431467081836e-05,2.1010031997697298e-05,True
8752,0008752.bin,58672326.36242407,3.5592255234241476e-06,9.221783340066975e-06,1.8265869058880922e-07,False
8753,0008753.bin,20.85389058680896,1.0897925589408074e-07,1.2159893115057189e-05,7.580150423220091e-06,False
8754,0008754.bin,24770.113480093136,1.1627332139325079e-06,4.3079896809194274e-05,1.168892309654474e-06,False
8755,0008755.bin,9360.482408678965,1.0960355985850551e-06,2.441741714445751e-05,1.227181731410972e-07,False
8756,0008756.bin,11424.760819442836,2.767280841752737e-05,5.241515867415926e-06,3.121170590272644e-07,False
8757,0008757.bin,1000000000.0,2.5277487468156768e-05,3.717369459408976e-05,1.1568557626752451e-05,True
8758,0008758.bin,26228.5458893988,9.799725690395559e-05,1.5874683066764996e-05,1.5093964442244146e-05,False
8759,0008759.bin,1000000000.0,4.277227509026503e-07,5.2394849165415474e-06,3.624907615267819e-05,True
8760,0008760.bin,1000000000.0,3.3829933825836944e-07,2.9791169648323125e-07,5.799992601816166e-06,True
8761,0008761.bin,1000000000.0,8.237011661866175e-07,5.834648823412499e-06,2.1009681184738144e-05,True
8762,0008762.bin,1000000000.0,6.50626099988795e-07,2.655899159741029e-06,2.4909975018267758e-05,True
8763,0008763.bin,1000000000.0,1.0672977002055344e-07,3.251109925488159e-06,6.123517853253475e-05,True
8764,0008764.bin,14.653146661110428,4.327975088077566e-07,1.75977966421126e-05,1.0360505674730107e-05,False
8765,0008765.bin,2653.6303243314974,7.594837659247154e-06,1.1536094723550482e-06,2.0528391106650203e-07,False
8766,0008766.bin,1000000000.0,5.261708606046574e-07,3.0717893163693925e-07,5.38558242308247e-07,True
8767,0008767.bin,1000000000.0,2.692212439245141e-07,3.077904529501896e-06,1.6897916325809522e-05,True
8768,0008768.bin,1000000000.0,1.4372512173869026e-06,4.115934859156742e-07,3.812577815612411e-05,True
8769,0008769.bin,876937.8829946535,8.993130874557861e-06,5.760440664485112e-07,8.532805391284987e-06,False
8770,0008770.bin,227299678.9748308,5.217451015951919e-07,1.8717119264712128e-06,2.3735697938621407e-07,False
8771,0008771.bin,1000000000.0,6.879529077043192e-05,4.373332473134987e-06,2.3245877533982844e-07,True
8772,0008772.bin,81.05854105058803,3.5449845456566266e-05,5.488918625843241e-07,2.967636916302647e-06,False
8773,0008773.bin,1000000000.0,1.8926007666351214e-07,2.0559905236249105e-07,4.845637829550985e-06,True
8774,0008774.bin,3001.183290810173,9.92896819225539e-05,2.4135241889754455e-07,2.933969507248911e-07,False
8775,0008775.bin,13256813.011054393,3.2089090816954736e-05,8.785769841409496e-06,7.565171920061825e-07,False
8776,0008776.bin,1000000000.0,1.6834869151135166e-07,1.362611489256323e-06,7.888233133237864e-05,True
8777,0008777.bin,1000000000.0,4.973048925871493e-07,3.069125458800284e-06,2.2697917142650988e-07,True
8778,0008778.bin,1000000000.0,1.420143781699228e-05,6.330465385397001e-05,4.288041557661455e-05,True
8779,0008779.bin,9033435.230505956,1.2513612889532516e-07,4.320456361644796e-05,1.7989451572405354e-05,False
8780,0008780.bin,6843114.133432558,9.086881629523394e-07,2.223335892210018e-06,5.765337874792779e-05,False
8781,0008781.bin,1000000000.0,3.3898629050681514e-06,4.134185256918163e-06,1.300081337994023e-06,True
8782,0008782.bin,30.761218240923,2.666670086996848e-07,9.988581430883435e-06,7.939038470898366e-07,False
8783,0008783.bin,150.30690923154225,6.118813690713414e-06,2.0469865497936297e-05,1.3620285778330813e-05,False
8784,0008784.bin,6326226.163703318,6.629340750865243e-07,9.007474177757992e-06,1.213615526146067e-06,False
8785,0008785.bin,88715.30769641805,2.077980321197066e-06,1.1328517702772141e-07,1.9748435671310654e-05,False
8786,0008786.bin,70225266.6510814,6.645495132399389e-06,4.601244402229755e-07,8.887397805500944e-06,False
8787,0008787.bin,1000000000.0,1.3667461891395082e-06,1.6072563744802954e-07,1.520928106284809e-05,True
8788,0008788.bin,1000000000.0,4.9263181822489105e-05,3.855841839237395e-07,1.6459727638446275e-07,True
8789,0008789.bin,1000000000.0,2.9456046257289413e-06,7.307843054368405e-05,1.95739492844263e-05,True
8790,0008790.bin,1000000000.0,6.483530075515639e-07,5.026458478859986e-05,1.3319211911343939e-06,True
8791,0008791.bin,1000000000.0,1.3386143946014996e-05,2.4043883777567127e-05,7.085102231944431e-07,True
8792,0008792.bin,1000000000.0,5.404630243936169e-05,1.0329305188543735e-07,9.73113289621754e-06,True
8793,0008793.bin,1000000000.0,3.0326247035038544e-07,9.793013183647642e-06,1.9639300498944194e-06,True
8794,0008794.bin,230.9444574150105,6.232995068513965e-05,3.628101011972665e-06,7.979187950825184e-07,False
8795,0008795.bin,3824.2281983012267,7.430197993651465e-07,1.6119522669963128e-06,3.765375824916805e-05,False
8796,0008796.bin,202385.87833617564,3.0586088894207333e-06,3.218734041218463e-05,2.3125940143170066e-07,False
8797,0008797.bin,1000000000.0,3.331066910012979e-05,2.2593465721587494e-05,2.6824750334547705e-05,True
8798,0008798.bin,173528.26980360984,1.3428496554794055e-07,1.1662328882762764e-07,2.221200605673519e-06,False
8799,0008799.bin,396067167.85742277,2.7658274712066833e-07,2.091113792381554e-06,3.2682077894739124e-05,False
8800,0008800.bin,5935873.383681071,5.7146447429111324e-05,5.715317435447033e-05,1.707916166795571e-07,False
8801,0008801.bin,1000000000.0,1.7336359685746903e-05,7.574278545132782e-05,4.820738583211665e-07,True
8802,0008802.bin,1000000000.0,5.422685137542935e-07,1.78525178508797e-07,1.788596631347311e-05,True
8803,0008803.bin,1000000000.0,1.1621982295156636e-06,5.928810736185937e-06,6.32611282590215e-05,True
8804,0008804.bin,907.7641261022727,8.156636719686749e-06,1.3729315229923629e-06,6.151109411221876e-06,False
8805,0008805.bin,571229.5926053064,3.7011363736671707e-07,2.1778902131815624e-05,5.998926369453555e-06,False
8806,0008806.bin,117832358.65118913,2.2609774468281135e-05,2.8314222645047634e-06,6.184747024673703e-07,False
8807,0008807.bin,114.24552770549658,9.515699194532841e-06,5.535246165741015e-05,6.471659699680944e-07,False
8808,0008808.bin,3620799.339946733,7.766397281390507e-06,1.1314094904346823e-06,1.4941983632696913e-05,False
8809,0008809.bin,5640961.223668676,3.0095211530692572e-05,9.084652962401165e-07,2.2356418752479724e-05,False
8810,0008810.bin,22591479.688102182,2.5623727676846095e-06,3.458557968211778e-05,1.563484796882931e-07,False
8811,0008811.bin,1000000000.0,7.816277010272469e-07,2.1176015120199294e-05,1.7743449728267877e-05,True
8812,0008812.bin,1000000000.0,5.384998106834075e-06,1.4229300389492422e-05,5.231320471156226e-07,True
8813,0008813.bin,58240.596268687674,3.18849169287865e-05,1.4890160944655613e-06,4.834179711212343e-07,False
8814,0008814.bin,1000000000.0,5.606958740489657e-06,8.790267820743487e-05,1.0771620539747333e-06,True
8815,0008815.bin,100359.34815428333,7.018090100442976e-06,3.5707237564071334e-07,2.782731088203797e-07,False
8816,0008816.bin,1000000000.0,4.013840608475055e-05,5.205405972538831e-05,1.0831902590483361e-06,True
8817,0008817.bin,1000000000.0,1.0151307172601774e-07,1.4967983230294018e-05,2.0172802091471375e-06,True
8818,0008818.bin,56505.10524003341,1.3964552133585485e-07,4.205446599380253e-06,9.059238281479138e-07,False
8819,0008819.bin,1000000000.0,3.965915580064608e-06,7.267506234644487e-06,3.5463841969441786e-06,True
8820,0008820.bin,23.521119716783236,1.1075183801310827e-05,1.4888466739142553e-05,1.3743038420274012e-06,False
8821,0008821.bin,1000000000.0,5.939166280735867e-07,2.1045771494482305e-06,1.1021364686772064e-06,True
8822,0008822.bin,11084679.522682922,7.681375061913886e-05,2.5114984886907476e-05,6.667557528758269e-05,False
8823,0008823.bin,1000000000.0,3.2552312174066764e-05,4.1935268995032836e-05,2.0977574255388808e-07,True
8824,0008824.bin,1000000000.0,4.3158857906594976e-05,4.802435299169109e-06,5.521885261039651e-05,True
8825,0008825.bin,1000000000.0,6.012482102704746e-07,3.0970197695607957e-06,7.751480540573151e-06,True
8826,0008826.bin,1000000000.0,2.9563806215279515e-05,5.156000178343076e-07,1.3912440571269827e-06,True
8827,0008827.bin,150076.37823483444,1.114019711455628e-05,1.0379065825602865e-07,1.215797069748976e-05,False
8828,0008828.bin,470.34532592639636,4.418664919615504e-05,1.0425660658789865e-07,1.557686323637433e-05,False
8829,0008829.bin,625746.6643753552,6.584943687005414e-05,3.535673583825928e-05,7.781046281494874e-06,False
8830,0008830.bin,1000000000.0,3.899913861434143e-06,2.535324133173961e-05,1.830863044871939e-05,True
8831,0008831.bin,36.06129464370427,1.758050917012493e-07,2.7993055347882167e-06,5.349668997089099e-07,False
8832,0008832.bin,1597.9045331123393,2.0351656945766523e-05,2.101509458605367e-06,3.312415603460231e-06,False
8833,0008833.bin,1000000000.0,2.455703766881641e-05,7.238162379739272e-05,9.806657074546386e-07,True
8834,0008834.bin,10.565490282804511,3.7184046188057294e-06,4.062674230574026e-05,3.967856640760867e-06,False
8835,0008835.bin,43.64590529015422,8.134081136452678e-05,1.6495447856742365e-06,1.7658336128845156e-07,False
8836,0008836.bin,278.6869338449094,2.949043712495648e-07,5.421330688706812e-07,5.1718733283193886e-05,False
8837,0008837.bin,1000000000.0,1.0164021724111838e-06,9.701782992318684e-06,2.2315501760218754e-05,True
8838,0008838.bin,1000000000.0,8.75504180667192e-07,2.7991023828961596e-06,4.094436478423736e-07,True
8839,0008839.bin,24.248692612605147,1.5418041125062952e-06,2.3628987625625407e-06,9.176495666768572e-06,False
8840,0008840.bin,93359.83114903125,9.512151836084422e-06,1.4560588522697245e-07,6.899306192769048e-06,False
8841,0008841.bin,1000000000.0,6.085859512670556e-05,1.539243754910974e-07,3.886874410012599e-06,True
8842,0008842.bin,205434.96763822445,5.912230042839353e-05,2.694477840793915e-07,9.548179338138747e-07,False
8843,0008843.bin,1000000000.0,1.3258572784092593e-06,2.651293839122945e-07,2.376936531909199e-07,True
8844,0008844.bin,20.957383971970586,4.1112387066107534e-05,2.6124072464991194e-05,1.7402207248617882e-05,False
8845,0008845.bin,150044.96039661436,6.699326837875471e-05,1.5132573063531176e-06,3.2051413388072147e-07,False
8846,0008846.bin,311.9423081134311,2.713947691368046e-07,3.9472633698054597e-07,3.4996762185490586e-07,False
8847,0008847.bin,1000000000.0,2.7476012651015486e-07,4.3649006630247556e-07,2.9068751010720884e-07,True
8848,0008848.bin,1000000000.0,4.6927733507063e-05,1.4417161660212805e-07,4.194040118270688e-05,True
8849,0008849.bin,5972.110509366993,2.2608548002874792e-07,2.0744943732112728e-07,1.5490360449284965e-05,False
8850,0008850.bin,279370.8467428008,1.6694976438818452e-05,4.54645711250805e-07,2.211212063505567e-07,False
8851,0008851.bin,35260634.13143153,1.2475649929294274e-07,5.680013883161363e-07,1.1115207066525629e-06,False
8852,0008852.bin,36.92730335725838,1.075633179215391e-06,1.5450743147164147e-07,1.2577753722772676e-07,False
8853,0008853.bin,221282.56198825155,2.0724835737041598e-07,8.651446088446568e-07,7.560272043025427e-05,False
8854,0008854.bin,1000000000.0,3.550638947109686e-07,1.6004535726988764e-06,2.2675989952483255e-06,True
8855,0008855.bin,425342.32743336895,2.6623072117356106e-07,1.74829046462775e-05,1.275897959808573e-06,False
8856,0008856.bin,1000000000.0,9.27835676219722e-07,3.459279648172466e-05,3.5988862636369406e-06,True
8857,0008857.bin,14908.02274900167,2.1035129283157635e-06,5.689829173789308e-07,5.0234417153299026e-05,False
8858,0008858.bin,1000000000.0,7.624176823029731e-06,7.919248745677542e-05,8.143691309640982e-07,True
8859,0008859.bin,44.478149742710094,4.114402583562624e-05,3.0797415467432567e-06,2.4639493832169848e-05,False
8860,0008860.bin,2583.6654039899317,1.1196419263784897e-07,1.3611507587043428e-07,1.749553577197214e-05,False
8861,0008861.bin,2370.9101548212143,7.946107363963511e-05,6.264365157422725e-07,1.4529550238324715e-06,False
8862,0008862.bin,1000000000.0,3.0126501483616466e-05,4.0380525242118045e-05,7.111708182147603e-07,True
8863,0008863.bin,126051.77301405183,5.207575513488879e-05,6.306938333253347e-07,1.60460977843403e-05,False
8864,0008864.bin,1000000000.0,6.719510762875931e-05,1.0907169357145416e-05,6.683141174708696e-05,True
8865,0008865.bin,1144524.2034345013,3.342443531241587e-05,3.9072226454640936e-07,8.011761553419438e-07,False
8866,0008866.bin,1000000000.0,1.2616809537165058e-07,7.827268943438233e-07,1.0214660336506867e-05,True
8867,0008867.bin,431.696242046282,4.6899629522461586e-07,4.880752552861729e-06,2.620838766979385e-07,False
8868,0008868.bin,1000000000.0,9.442633523483646e-06,1.4431123726513618e-06,8.169400704737661e-07,True
8869,0008869.bin,8.833247314404714,4.795670908302556e-05,2.4122114584760358e-05,5.168019568716244e-07,False
8870,0008870.bin,1236.372283671605,3.6200596148123267e-07,1.602574011940863e-05,8.944009159875088e-06,False
8871,0008871.bin,733197796.1743636,2.607510245145392e-07,2.547848183448991e-06,7.330699446420123e-05,False
8872,0008872.bin,959.3098360742536,7.972844197959021e-06,6.168421221526234e-07,1.6239415816849218e-06,False
8873,0008873.bin,1000000000.0,2.7509034496452546e-07,2.843936300586249e-06,1.6111455140746624e-06,True
8874,0008874.bin,1000000000.0,2.4314106711068704e-05,2.0198271037374415e-07,1.1265968622186254e-07,True
8875,0008875.bin,1000000000.0,6.684107508148922e-05,2.692846967723818e-07,1.0883256204827972e-07,True
8876,0008876.bin,21920.969869131044,3.3895144312873333e-07,7.779559234243874e-06,2.4460018345268503e-06,False
8877,0008877.bin,1000000000.0,7.395625003039913e-07,4.020130524806671e-07,3.238269725445895e-07,True
8878,0008878.bin,1000000000.0,1.8833227975710756e-06,7.749661927240578e-05,2.888579411306926e-07,True
8879,0008879.bin,2737376.7074724757,4.029096973466691e-07,9.754582238332058e-07,8.508844540932578e-06,False
8880,0008880.bin,1000000000.0,2.175100350049244e-05,8.431294802564947e-05,7.105856137089306e-06,True
8881,0008881.bin,1000000000.0,1.7801479753512468e-06,1.3390410764356642e-05,9.443149880242744e-07,True
8882,0008882.bin,1000000000.0,6.908727541681553e-05,3.9211707427209905e-05,5.5637523099264496e-05,True
8883,0008883.bin,1000000000.0,9.975164114215167e-07,1.9163335294352343e-07,3.3012116774062665e-07,True
8884,0008884.bin,5042.45178788352,2.6863384992074404e-05,1.6500655517374832e-05,1.6886919235377667e-05,False
8885,0008885.bin,1000000000.0,2.6612499128660614e-06,1.6497859121426633e-05,4.3170479647445997e-05,True
8886,0008886.bin,82292.24796891096,5.408413978036824e-06,3.770791756862394e-07,6.33155674365508e-06,False
8887,0008887.bin,1000000000.0,3.604061318050684e-06,2.978699341291659e-07,2.2706529002908413e-05,True
8888,0008888.bin,3814.034924640217,5.367365505073883e-06,9.61186982822047e-07,3.216850241670804e-06,False
8889,0008889.bin,51362035.30361869,1.4008866750227938e-05,1.4873218160703623e-07,9.529065486130046e-07,False
8890,0008890.bin,4614.474617863091,2.390043653658018e-05,7.333826430329579e-06,1.5009038882940902e-05,False
8891,0008891.bin,1000000000.0,1.3408442327624413e-06,2.826014839891906e-06,2.4418007389322976e-07,True
8892,0008892.bin,9990.188933305451,5.999349769847166e-07,1.967725887435528e-05,2.849826926922397e-05,False
8893,0008893.bin,33204413.654536467,2.5981692198059327e-07,3.831981219167591e-06,5.0739558664323864e-06,False
8894,0008894.bin,7173.262073916691,9.427309365243169e-05,1.3792293872617879e-06,2.6934312032715953e-07,False
8895,0008895.bin,53455.49908297385,8.563078065585927e-07,1.0938922425093855e-05,5.5521156467892495e-05,False
8896,0008896.bin,92.07459335449192,2.6664989979791334e-05,1.8197778630336683e-06,1.7114316596889563e-06,False
8897,0008897.bin,92013670.35551752,7.506472918293478e-07,1.1034286754724593e-06,1.2604288186402757e-05,False
8898,0008898.bin,1000000000.0,5.150890158749379e-07,3.6730556840579325e-05,4.178312266148356e-05,True
8899,0008899.bin,1000000000.0,7.37296866321826e-07,2.8049833910322335e-05,9.446451261813566e-07,True
8900,0008900.bin,1000000000.0,1.0095422212240385e-06,2.8410087491477995e-05,4.8199529768822964e-05,True
8901,0008901.bin,157.51136759858667,1.692382429412208e-05,7.283459855110154e-07,3.2675509081889716e-05,False
8902,0008902.bin,1000000000.0,1.9887354947041852e-05,1.4592831257535257e-05,9.176002416516952e-05,True
8903,0008903.bin,109410314.62712103,4.46908133590024e-05,9.451958235511034e-05,9.54283455365507e-07,False
8904,0008904.bin,5640.700298168525,1.0099476649023478e-07,1.9287824346614973e-05,1.4027125956556492e-06,False
8905,0008905.bin,101.04726349231623,1.149210601616974e-05,3.327276094112233e-07,6.7971745737139225e-06,False
8906,0008906.bin,32100622.216123115,2.2867176686225667e-07,5.405643811270583e-07,3.043941915611883e-06,False
8907,0008907.bin,1000000000.0,1.5723318620234416e-07,2.166909025526286e-05,2.8443590341965505e-07,True
8908,0008908.bin,1000000000.0,3.586967793160426e-05,4.579723249538359e-05,2.428829553776296e-06,True
8909,0008909.bin,79038.88382420831,8.39180790798147e-07,1.9787465120730549e-07,5.060444476288388e-06,False
8910,0008910.bin,12221.80664454749,2.7392513192645685e-05,1.0101449229414915e-05,3.332468133408118e-06,False
8911,0008911.bin,1000000000.0,2.9159407345861532e-06,8.211602234859862e-05,8.758819959940815e-06,True
8912,0008912.bin,64.56924383228124,4.9878049513433785e-05,4.098820162032701e-06,6.344089972291914e-05,False
8913,0008913.bin,9670.923772756378,9.655682665322446e-05,2.4213310088583808e-05,4.430011507031818e-06,False
8914,0008914.bin,1000000000.0,9.288743368098949e-06,6.761948636971529e-06,8.364137829250236e-06,True
8915,0008915.bin,1000000000.0,1.691463942736995e-07,1.3154260871050925e-06,1.4354016516211164e-07,True
8916,0008916.bin,24131665.215943865,1.101574507794496e-07,1.0357899099484447e-07,1.2009070492652048e-07,False
8917,0008917.bin,72383.0134385536,2.283044354471014e-06,1.945522088950981e-05,2.2531593595693183e-05,False
8918,0008918.bin,774.5730222599022,2.553284706328874e-07,7.460457538819322e-07,1.4317263285215857e-06,False
8919,0008919.bin,33.39392597913362,8.139681852911209e-07,6.802007110983871e-07,3.0507390528577576e-05,False
8920,0008920.bin,34297.5899383211,3.758941505852877e-06,2.051634600912953e-07,3.399561007486641e-07,False
8921,0008921.bin,11191151.22762311,5.838456000370874e-07,6.417867493537073e-07,3.4351300340231632e-06,False
8922,0008922.bin,182.24594967278864,4.7880360472587226e-06,2.45919131666327e-06,1.4905442056629963e-06,False
8923,0008923.bin,209897406.90017942,1.0807693310770888e-06,8.358112026205355e-06,3.2123635221542417e-06,False
8924,0008924.bin,209293205.16777965,7.330610370491896e-06,2.7457488302529323e-05,1.0928342802188175e-07,False
8925,0008925.bin,1000000000.0,1.0930146537459263e-07,6.246744091782359e-06,2.3470184662513303e-06,True
8926,0008926.bin,251742.78696965266,7.451922495679135e-07,3.061510043951505e-07,1.7437662027420266e-05,False
8927,0008927.bin,0.03464001674755673,5.77031036150024e-05,5.532842574538201e-06,1.6881128788645923e-07,False
8928,0008928.bin,2827.2598122895956,9.634245989050234e-07,7.520726605230132e-05,7.44722436630532e-05,False
8929,0008929.bin,57.5037691700593,1.104769696954383e-05,6.564261496896906e-05,2.6114359650617692e-05,False
8930,0008930.bin,807.3781156586315,1.1836073889833183e-07,3.8579553849589215e-05,6.558802529544391e-07,False
8931,0008931.bin,555144.9790009891,8.555049229232318e-07,2.3846797417023537e-06,2.062163241659954e-06,False
8932,0008932.bin,3291952.5092958855,2.732032011011016e-07,1.1546473006573581e-07,8.114580047875675e-05,False
8933,0008933.bin,320133.02047524694,1.563347951853996e-07,1.3415172460019928e-05,2.9308422904956932e-05,False
8934,0008934.bin,1320344.11848244,7.048665820427465e-07,1.5256066298928715e-06,2.342175650733207e-06,False
8935,0008935.bin,142.7209138427691,1.0187844615062698e-06,1.4598382728611857e-06,6.782853190054472e-06,False
8936,0008936.bin,1118677.220877043,5.526395896043085e-06,3.6100436072449535e-06,1.574462454035561e-06,False
8937,0008937.bin,15175865.548373481,2.3409035875048023e-06,1.556665296445905e-07,1.6507238964940422e-07,False
8938,0008938.bin,163111.14083347036,2.1012007669896876e-06,3.0929538349105446e-07,1.7831716433653054e-07,False
8939,0008939.bin,1000000000.0,2.434462349091761e-07,2.733792981874001e-05,7.977255045471958e-06,True
8940,0008940.bin,760367.7539646302,2.4148776375123295e-07,2.2978011382244344e-06,3.6253372624310204e-06,False
8941,0008941.bin,1000000000.0,7.535565584357361e-06,3.2388119606980996e-06,3.592106502670526e-05,True
8942,0008942.bin,408.5885000311465,1.1187199662477683e-05,1.2647358546152568e-07,2.7226210554214475e-07,False
8943,0008943.bin,1000000000.0,8.67885456380846e-07,2.7779969292950014e-05,4.375619641483699e-05,True
8944,0008944.bin,8.14044449474294,4.773772481650514e-05,2.814897845982761e-06,9.73715331308712e-05,False
8945,0008945.bin,1000000000.0,1.7127659877393017e-05,1.4823194003985208e-06,3.6366143528686156e-07,True
8946,0008946.bin,18696.58617023497,7.58570566840083e-06,9.934242128135184e-07,8.216892456154116e-06,False
8947,0008947.bin,16.73160978912979,1.2096695457228322e-07,6.614713197751567e-07,8.466699184692031e-07,False
8948,0008948.bin,3044.385789877007,3.4644529134643966e-06,1.1064763805257076e-06,5.426820317878758e-06,False
8949,0008949.bin,1633764.7017471567,5.112270253780943e-06,7.73156899035375e-07,4.885649434715095e-06,False
8950,0008950.bin,4620.660982564355,1.0337885242768734e-07,2.0740753815962427e-06,4.524394503781915e-06,False
8951,0008951.bin,86764961.88066779,1.2121228479112278e-07,8.944336044723084e-05,1.0530625310954555e-05,False
8952,0008952.bin,309.61969913581095,1.100207751939151e-05,1.5268681427919434e-06,1.7202823960710275e-05,False
8953,0008953.bin,5594.418235618437,6.970581147493859e-07,1.766335458058427e-06,2.620956394815549e-07,False
8954,0008954.bin,636.8057398523882,1.88624825877141e-07,4.442078205860807e-06,6.920692124490416e-05,False
8955,0008955.bin,13899.795459427183,6.712835182556281e-05,1.736392608332048e-07,1.2644169864335203e-05,False
8956,0008956.bin,1000000000.0,1.7466332877105256e-07,3.442618219871481e-06,6.552207349698302e-06,True
8957,0008957.bin,5042187.666762178,5.366351264050069e-07,2.9637666684546084e-07,4.5645313828759383e-07,False
8958,0008958.bin,33.809628663592555,1.8338875528579377e-07,7.343768555439123e-06,7.442225141278357e-06,False
8959,0008959.bin,543470.5062996285,7.75719457423123e-06,3.73908167529576e-06,1.2882885646961656e-06,False
8960,0008960.bin,1000000000.0,5.3081235010845584e-05,8.1324142087706e-05,7.442294894934757e-05,True
8961,0008961.bin,57572.891265629194,5.760138075438444e-06,3.764391706345118e-05,2.07810256674449e-06,False
8962,0008962.bin,1762455.3739248088,2.220672049744777e-07,1.202002920491015e-05,3.103027122811912e-05,False
8963,0008963.bin,1000000000.0,5.527168562447319e-07,1.937104043093003e-05,9.756702057102387e-06,True
8964,0008964.bin,1000000000.0,2.0026003838909448e-07,5.0720349728386364e-06,1.082403481318243e-06,True
